Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,Division,League
60,"Monday, Jun 5",boxscore,SDP,,CHC,W,5,0,,28-32,4,7.0,Snell,Hendricks,,2:29,N,43629,.68,+,,NL West,NL
61,"Tuesday, Jun 6",boxscore,SDP,,SEA,L,1,4,,28-33,4,8.0,Gilbert,Honeywell,Sewald,2:38,N,40395,.70,-,,NL West,NL
62,"Wednesday, Jun 7",boxscore,SDP,,SEA,W,10,3,,29-33,4,8.0,Wacha,Kirby,,2:46,D,35490,.65,+,,NL West,NL
63,"Friday, Jun 9",boxscore,SDP,@,COL,W,9,6,,30-33,4,8.0,Darvish,Gomber,Hader,2:50,N,32551,.71,++,,NL West,NL
64,"Saturday, Jun 10",boxscore,SDP,@,COL,W,3,2,,31-33,4,8.0,Carlton,Bird,Hader,2:53,D,37234,.78,+++,,NL West,NL
65,"Sunday, Jun 11",boxscore,SDP,@,COL,L-wo,4,5,,31-34,4,9.0,Lawrence,Honeywell,,2:38,D,34724,.78,-,,NL West,NL
66,"Tuesday, Jun 13",boxscore,SDP,,CLE,W,6,3,,32-34,4,8.5,Musgrove,Bibee,Hader,2:18,N,40197,.74,+,,NL West,NL
67,"Wednesday, Jun 14",boxscore,SDP,,CLE,W,5,0,,33-34,4,7.5,Wacha,Civale,,2:36,N,43660,.78,++,,NL West,NL
68,"Thursday, Jun 15",boxscore,SDP,,CLE,L,6,8,,33-35,4,7.5,Stephan,Weathers,Clase,3:09,N,41864,.80,-,,NL West,NL
69,"Friday, Jun 16",boxscore,SDP,,TBR,L,2,6,,33-36,4,8.5,McClanahan,Darvish,Fairbanks,2:46,N,42367,.78,--,,NL West,NL
70,"Saturday, Jun 17",boxscore,SDP,,TBR,W,2,0,,34-36,4,8.5,Snell,Eflin,Hader,2:24,D,43180,.67,+,,NL West,NL
71,"Sunday, Jun 18",boxscore,SDP,,TBR,W,5,4,,35-36,4,7.5,Musgrove,Chirinos,Hader,3:00,D,44404,.71,++,,NL West,NL
72,"Monday, Jun 19",boxscore,SDP,@,SFG,L-wo,4,7,10,35-37,4,8.5,Doval,Kerr,,3:04,N,35376,.87,-,,NL West,NL
73,"Tuesday, Jun 20",boxscore,SDP,@,SFG,L-wo,3,4,,35-38,4,8.5,Rogers,Martinez,,2:40,N,32060,.78,--,,NL West,NL
74,"Wednesday, Jun 21",boxscore,SDP,@,SFG,L,2,4,,35-39,4,9.5,Hjelle,Darvish,Doval,2:48,N,33332,.68,---,,NL West,NL
75,"Thursday, Jun 22",boxscore,SDP,@,SFG,W,10,0,,36-39,4,9.5,Snell,Wood,,2:19,D,38638,.62,+,,NL West,NL
76,"Friday, Jun 23",boxscore,SDP,,WSN,W,13,3,,37-39,4,8.5,Musgrove,Corbin,,2:29,N,42510,.60,++,,NL West,NL
77,"Saturday, Jun 24",boxscore,SDP,,WSN,L,0,2,,37-40,4,8.5,Gray,Waldron,Harvey,2:45,N,43364,.64,-,,NL West,NL
78,"Sunday, Jun 25",boxscore,SDP,,WSN,L,3,8,,37-41,4,9.5,Gore,Lugo,,3:09,D,41503,.58,--,,NL West,NL
79,"Tuesday, Jun 27",boxscore,SDP,@,PIT,L,4,9,,37-42,4,10.5,Hill,Knehr,Contreras,2:42,N,16539,.51,---,,NL West,NL
80,"Wednesday, Jun 28",boxscore,SDP,@,PIT,L,1,7,,37-43,4,10.5,Keller,Snell,,2:52,N,14604,.44,----,,NL West,NL
81,"Thursday, Jun 29",boxscore,SDP,@,PIT,L,4,5,,37-44,4,10.5,Moreta,Hill,Bednar,2:29,D,16871,.40,-----,,NL West,NL
82,"Friday, Jun 30",boxscore,SDP,@,CIN,L-wo,5,7,11,37-45,4,11.5,Duarte,Carlton,,3:21,N,31772,.34,------,,NL West,NL
83,"Saturday, Jul 1",boxscore,SDP,@,CIN,W,12,5,,38-45,4,11.5,Wacha,Williamson,,2:58,D,30895,.27,+,,NL West,NL
84,"Sunday, Jul 2",boxscore,SDP,@,CIN,L,3,4,,38-46,4,11.5,Sims,Cosgrove,Díaz,2:27,D,37714,.33,-,,NL West,NL
85,"Monday, Jul 3",boxscore,SDP,,LAA,W,10,3,,39-46,4,11.0,Snell,Barria,,3:15,N,45101,.28,+,,NL West,NL
86,"Tuesday, Jul 4",boxscore,SDP,,LAA,W,8,5,,40-46,4,10.0,Musgrove,Ohtani,Hader,3:02,D,44725,.31,++,,NL West,NL
87,"Wednesday, Jul 5",boxscore,SDP,,LAA,W,5,3,,41-46,4,9.0,Martinez,Webb,Hader,2:32,N,43401,.38,+++,,NL West,NL
88,"Friday, Jul 7",boxscore,SDP,,NYM,L,5,7,10,41-47,4,9.5,Smith,Cosgrove,,3:27,N,42712,.40,-,,NL West,NL
89,"Saturday, Jul 8",boxscore,SDP,,NYM,W,3,1,,42-47,4,9.5,Snell,Peterson,Hader,2:28,N,42647,.34,+,,NL West,NL
90,"Sunday, Jul 9",boxscore,SDP,,NYM,W,6,2,,43-47,4,8.5,Musgrove,Scherzer,,2:42,D,42745,.36,++,,NL West,NL
91,"Friday, Jul 14",boxscore,SDP,@,PHI,W,8,3,,44-47,4,8.5,Darvish,Sánchez,Hader,2:56,N,44028,.45,+++,,NL West,NL
92,"Saturday, Jul 15 (1)",boxscore,SDP,@,PHI,L,4,6,,44-48,4,10.0,Strahm,Hill,Kimbrel,3:02,D,43712,.55,-,,NL West,NL
93,"Saturday, Jul 15 (2)",boxscore,SDP,@,PHI,L,4,9,,44-49,4,10.0,Walker,Weathers,,3:10,N,33132,.45,--,,NL West,NL
94,"Sunday, Jul 16",boxscore,SDP,@,PHI,L-wo,6,7,12,44-50,4,10.0,Hoffman,Hill,,3:30,D,37204,.37,---,,NL West,NL
95,"Tuesday, Jul 18",boxscore,SDP,@,TOR,W,9,1,,45-50,4,10.5,Musgrove,Manoah,,3:02,N,42680,.28,+,,NL West,NL
96,"Wednesday, Jul 19",boxscore,SDP,@,TOR,W,2,0,,46-50,4,9.5,Darvish,Berríos,Hader,2:47,N,42948,.30,++,,NL West,NL
97,"Thursday, Jul 20",boxscore,SDP,@,TOR,L,0,4,,46-51,4,10.0,Bassitt,Snell,,2:53,D,43196,.39,-,,NL West,NL
98,"Friday, Jul 21",boxscore,SDP,@,DET,W,5,4,,47-51,4,10.0,Lugo,Olson,Hader,2:33,N,28834,.33,+,,NL West,NL
99,"Saturday, Jul 22",boxscore,SDP,@,DET,W,14,3,,48-51,4,10.0,Wolf,Englert,,2:47,N,31974,.44,++,,NL West,NL
100,"Sunday, Jul 23",boxscore,SDP,@,DET,L,1,3,,48-52,4,10.0,Faedo,Musgrove,Lange,2:26,D,24523,.49,-,,NL West,NL
101,"Monday, Jul 24",boxscore,SDP,,PIT,L,4,8,,48-53,4,10.0,Priester,Darvish,,2:53,N,43419,.46,--,,NL West,NL
102,"Tuesday, Jul 25",boxscore,SDP,,PIT,W,5,1,,49-53,4,10.0,Snell,Hill,,2:48,N,43448,.42,+,,NL West,NL
103,"Wednesday, Jul 26",boxscore,SDP,,PIT,L,2,3,,49-54,4,10.0,Oviedo,Lugo,Bednar,2:22,D,41394,.45,-,,NL West,NL
1,"Thursday, Mar 30",boxscore,COL,@,SDP,W,7,2,,1-0,1,Tied,Márquez,Snell,,2:56,N,45103,1.03,+,,NL West,NL
2,"Friday, Mar 31",boxscore,COL,@,SDP,W,4,1,,2-0,1,up 1.0,Freeland,Martinez,Johnson,2:27,N,43177,1.10,++,,NL West,NL
3,"Saturday, Apr 1",boxscore,COL,@,SDP,L,4,8,,2-1,1,Tied,Wacha,Ureña,,2:40,N,42663,1.12,-,,NL West,NL
4,"Sunday, Apr 2",boxscore,COL,@,SDP,L,1,3,,2-2,1,Tied,Lugo,Gomber,Hader,2:03,D,43972,1.06,--,,NL West,NL
5,"Monday, Apr 3",boxscore,COL,@,LAD,L,4,13,,2-3,4,1.0,Almonte,Feltner,,2:47,N,49792,1.02,---,,NL West,NL
6,"Tuesday, Apr 4",boxscore,COL,@,LAD,L,2,5,,2-4,5,2.0,Urías,Márquez,Phillips,2:25,N,52290,.97,----,,NL West,NL
7,"Thursday, Apr 6",boxscore,COL,,WSN,W,1,0,,3-4,3,2.0,Freeland,Gray,Johnson,2:18,D,48230,.86,+,,NL West,NL
8,"Friday, Apr 7",boxscore,COL,,WSN,L,5,10,,3-5,5,2.0,Gore,Ureña,,2:38,N,30869,.92,-,,NL West,NL
9,"Saturday, Apr 8",boxscore,COL,,WSN,L,6,7,,3-6,5,2.0,Williams,Gomber,Edwards,2:44,N,34503,.88,--,,NL West,NL
10,"Sunday, Apr 9",boxscore,COL,,WSN,W,7,6,,4-6,5,2.0,Lamet,Ramírez,Johnson,2:47,D,30283,.83,+,,NL West,NL
11,"Monday, Apr 10",boxscore,COL,,STL,W,7,4,,5-6,4,2.0,Márquez,Matz,,2:14,N,24092,.87,++,,NL West,NL
